Acteur,averageRating
Russell Crowe,7.070833333333333
Daniel Radcliffe,7.070588235294117
Michiel Huisman,7.066666666666666
Harvey Keitel,7.066666666666666
Michael Pitt,7.066666666666666
Daisy Ridley,7.066666666666666
Haley Joel Osment,7.06
Jim Caviezel,7.057142857142857
Adam Driver,7.055555555555555
Daniel Craig,7.052941176470589
Hal Holbrook,7.050000000000001
Martin Sheen,7.050000000000001
Teri Hatcher,7.050000000000001
Astrid BergÃ¨s-Frisbey,7.050000000000001
Aidan Gillen,7.050000000000001
Rod Steiger,7.050000000000001
Michael Clarke Duncan,7.05
Samuel E. Wright,7.05
Rupert Friend,7.05
David Hemmings,7.05
Dom DeLuise,7.05
Michael York,7.05
Lupita Nyong'o,7.05
Kim Hunter,7.05
John Neville,7.05
Jesse Plemons,7.05
Kevin Peter Hall,7.05
Chris Sarandon,7.05
Keith David,7.05
Elijah Wood,7.046153846153846
Benicio Del Toro,7.044444444444444
Jay Baruchel,7.042857142857143
Juliette Lewis,7.042857142857143
Naomie Harris,7.040000000000001
Tom Sizemore,7.040000000000001
Alicia Vikander,7.0375
Cary Elwes,7.0375
Patrick Stewart,7.036363636363637
Rooney Mara,7.033333333333334
Greta Scacchi,7.033333333333334
Sean Astin,7.033333333333334
Richard E. Grant,7.033333333333334
Rebecca De Mornay,7.033333333333334
Derek Luke,7.033333333333334
David Strathairn,7.033333333333334
Logan Marshall-Green,7.033333333333334
Debra Winger,7.033333333333334
Harrison Ford,7.033333333333333
Matt Damon,7.032432432432432
Rachel McAdams,7.029999999999999
Hailee Steinfeld,7.028571428571429
Cate Blanchett,7.0285714285714285
Jonathan Rhys Meyers,7.025
Danny Glover,7.025
Ginnifer Goodwin,7.025
Sarah Polley,7.0200000000000005
Chadwick Boseman,7.0200000000000005
Hugh Jackman,7.015384615384615
Amy Adams,7.015000000000001
Patricia Clarkson,7.014285714285714
Cillian Murphy,7.011111111111111
Tobey Maguire,7.009090909090909
Robert De Niro,7.0055555555555555
Evangeline Lilly,7.0
Jonathan Bennett,7.0
Machine Gun Kelly,7.0
Lisa Thoreson,7.0
Kevin Balmore,7.0
Daniella Kertesz,7.0
ZoÃ« Bell,7.0
Chelsea Field,7.0
Darby Camp,7.0
Samuel Roukin,7.0
Maria Schneider,7.0
Vanessa Redgrave,7.0
Maria Michi,7.0
Taraji P. Henson,7.0
Thomas Ian Nicholas,7.0
John Forsythe,7.0
Sarah Silverman,7.0
Claudine Auger,7.0
Leon,7.0
JÃ©rÃ©mie Renier,7.0
Chris Pratt,7.0
Rufus Jones,7.0
Julia Sawalha,7.0
Eric Borsuk,7.0
Yaphet Kotto,7.0
Katie Leung,7.0
Mark Holton,7.0
Sarah Paulson,7.0
Daryl Hannah,7.0
Ludivine Sagnier,7.0
Kristen Connolly,7.0
Spencer Reinhard,7.0
Christian Stolte,7.0
Taylor Simpson,7.0
Knut NÃ¦rum,7.0
Barry G. Bernson,7.0
Justin Henry,7.0
Adolfo Celi,7.0
Samuel Le Bihan,7.0
Aasif Mandvi,7.0
Ellen Greene,7.0
Souheila Yacoub,7.0
JosÃ© Luis GarcÃ­a PÃ©rez,7.0
Salvatore Abbruzzese,7.0
Dakota Goyo,7.0
America Ferrera,7.0
Jean Louisa Kelly,7.0
Otto Jespersen,7.0
Inger Stevens,7.0
Scott Bakula,7.0
Robert Paterson,7.0
Isabelle Fuhrman,7.0
Asher Angel,7.0
Ivan MassaguÃ©,7.0
Norman Reedus,7.0
Alia Shawkat,7.0
Robert Stoltenberg,7.0
Ned Dowd,7.0
Zorion Eguileor,7.0
Archie Panjabi,7.0
Nao Ã”mori,7.0
James Russo,7.0
Anna Hutchison,7.0
Aaron Paul,7.0
Shin'ya Tsukamoto,7.0
Allen Covert,7.0
Shirley Jones,7.0
Warren Lipka,7.0
Romain Guillermic,7.0
Shriya Pilgaonkar,7.0
Mike Vogel,7.0
Carolina Main,7.0
Ken Leung,7.0
Elizabeth Daily,7.0
Pamela Blair,7.0
Shane Brolly,7.0
Pat Hingle,7.0
Doug E. Doug,7.0
Antonia San Juan,7.0
Richard Benjamin,7.0
George Carlin,7.0
Gianfelice Imparato,7.0
Sean Patrick Flanery,7.0
Asa Butterfield,7.0
Ary Abittan,7.0
Bob Ivy,7.0
Rabah Nait Oufella,7.0
Vincent Gardenia,7.0
Tracy Ann Oberman,7.0
Priscilla Presley,7.0
Phil Daniels,7.0
Bill Camp,7.0
AJ Michalka,7.0
Hayley Atwell,7.0
Helen Mirren,7.0
Penn Badgley,7.0
Don Alder,7.0
Herb Caillouet,7.0
Vinessa Shaw,7.0
Zachary David Cope,7.0
Hope Lange,7.0
Patrick L. Reyes,7.0
Garance Marillier,7.0
Alexis Zegerman,7.0
Sasha Lane,7.0
Iwan Rheon,7.0
Matthew Modine,7.0
Matthew Marsden,7.0
Jeff Garlin,7.0
Jerry Orbach,7.0
Michael Wincott,7.0
Matthew Davis,7.0
Billy Bob Thornton,7.0
Chantal Lauby,7.0
Ella Rumpf,7.0
David Keith,7.0
Cesar De LeÃ³n,7.0
Jessica Henwick,7.0
Jennifer Grey,7.0
Jemaine Clement,7.0
Charles Martin Smith,7.0
Jerry Reed,7.0
Elliot Page,6.985714285714286
Ryan Phillippe,6.983333333333333
Kodi Smit-McPhee,6.9799999999999995
Tye Sheridan,6.9799999999999995
Jessica Lange,6.9799999999999995
Jessica Chastain,6.978571428571429
Tim Allen,6.977777777777778
Guy Pearce,6.976470588235294
Matthias Schoenaerts,6.975
Adrien Brody,6.970000000000001
Bill Nighy,6.970000000000001
Kevin Bacon,6.9692307692307685
Ralph Fiennes,6.96875
Eva Gabor,6.966666666666666
Julie Hagerty,6.966666666666666
Sophie Okonedo,6.966666666666666
Melanie Lynskey,6.966666666666666
Crispin Glover,6.966666666666666
Lake Bell,6.966666666666666
Sam Neill,6.966666666666666
Laura Linney,6.966666666666666
Juliette Binoche,6.9625
Jennifer Connelly,6.9625
Matthew Goode,6.9624999999999995
Kyle Chandler,6.959999999999999
Catherine Keener,6.959999999999999
Emma Thompson,6.958333333333333
Tom Cruise,6.958333333333333
Viola Davis,6.957142857142857
Noomi Rapace,6.955555555555556
Casey Affleck,6.955555555555556
Manuela Velasco,6.95
Jena Malone,6.95
John Candy,6.95
Julian Sands,6.95
Olivier Martinez,6.95
Allison Williams,6.95
Dave Franco,6.95
Robert Hays,6.95
Mary Steenburgen,6.95
Peter Gallagher,6.95
James Woods,6.95
Sam Claflin,6.95
Jon Lovitz,6.95
Freddy RodrÃ­guez,6.95
Tracy Letts,6.95
Patricia Arquette,6.95
Claire Danes,6.95
Sarah Bolger,6.95
Rachel Brosnahan,6.949999999999999
Sandra Oh,6.949999999999999
Bruce Spence,6.949999999999999
Anthony Anderson,6.949999999999999
Keir Gilchrist,6.949999999999999
Warren Beatty,6.949999999999999
Michelle Williams,6.945454545454546
Michelle Pfeiffer,6.942857142857143
Gene Hackman,6.941666666666666
Scarlett Johansson,6.935714285714285
Amanda Peet,6.933333333333334
Josh Hamilton,6.933333333333334
Deborah Kara Unger,6.933333333333334
Aidan Quinn,6.933333333333334
Jon Hamm,6.933333333333334
Kelly McGillis,6.933333333333334
James Badge Dale,6.933333333333334
Michael J. Fox,6.93
Benedict Cumberbatch,6.928571428571429
Tony Todd,6.925000000000001
Gary Busey,6.925
Miranda Richardson,6.925
James Cromwell,6.925
Trey Parker,6.925
Jude Law,6.922727272727273
Daniel BrÃ¼hl,6.922222222222222
Natalie Portman,6.921052631578948
Andie MacDowell,6.916666666666667
Connie Nielsen,6.916666666666667
Chris Evans,6.915789473684211
Michael Sheen,6.914285714285714
John Turturro,6.914285714285714
Richard Dreyfuss,6.914285714285714
Eva Green,6.9125
Charlie Hunnam,6.9125
Bill Paxton,6.911111111111111
Marion Cotillard,6.9111111111111105
Anthony Hopkins,6.910714285714286
Morgan Freeman,6.91
Kurt Russell,6.904347826086957
Anne Archer,6.900000000000001
Laurence Fishburne,6.9
Gaspard Ulliel,6.9
Keith Coogan,6.9
Karolina Gruszka,6.9
Thomas Horn,6.9
Mie Hama,6.9
L. Scott Caldwell,6.9
Doug Jones,6.9
Tory Kittles,6.9
Stacy Martin,6.9
Cliff De Young,6.9
Gattlin Griffith,6.9
Stacey Dash,6.9
Lane Garrison,6.9
Harry Hamlin,6.9
Jason Marsden,6.9
Harold Ramis,6.9
Gary Poulter,6.9
Peter Riegert,6.9
Consuelo GÃ³mez,6.9
Dana Wheeler-Nicholson,6.9
Casey Gooden,6.9
William Mapother,6.9
Jim Cummings,6.9
Geraldine Page,6.9
Rhea Perlman,6.9
Marsha Mason,6.9
KiKi Layne,6.9
David Sullivan,6.9
Rebecca Robin,6.9
Efren Ramirez,6.9
Giuseppe Andrews,6.9
Ray Allen,6.9
Bob Balaban,6.9
Glynn Turman,6.9
Elle Macpherson,6.9
Marilyn Faith Hickey,6.9
Grace Van Patten,6.9
Grace Zabriskie,6.9
Ralph Ineson,6.9
Jim Varney,6.9
Corey Burton,6.9
Wilson Jermaine Heredia,6.9
Michelle Ferre,6.9
Gregory Hines,6.9
Chris Doubek,6.9
Greta Gerwig,6.9
Dyapa Gnaneshwar Reddy,6.9
Kate Dickie,6.9
Krzysztof Majchrzak,6.9
Joey Cramer,6.9
Rinko Kikuchi,6.9
Udo Kier,6.9
Shane Carruth,6.9
Joanne Samuel,6.9
Tommy Chong,6.9
Louis Gossett Jr.,6.9
Janet McTeer,6.9
Ally Sheedy,6.9
John Goodman,6.9
Melanie Griffith,6.9
Amanda Donohoe,6.9
McColm Cephas Jr.,6.9
Gabriel Basso,6.9
Anne-Marie Duff,6.9
Mirai Yamamoto,6.9
Xzibit,6.9
Jermaine Fowler,6.9
Lisa Boyle,6.9
Matthew-Lee Erlbach,6.9
Jon Gries,6.9
Betty Buckley,6.9
Jack Taylor,6.9
Mena Massoud,6.9
William Moseley,6.9
Jena Sims,6.9
Takeshi Kitano,6.9
Nadia FarÃ¨s,6.9
Alison Lohman,6.9
Aorere Paki,6.9
Jaime de Hoyos,6.9
Joe Don Baker,6.9
Tom Towles,6.9
Johnny Depp,6.9
Tom Waits,6.9
Elisabeth Moss,6.9
Mai Zetterling,6.9
Maia Brewton,6.9
Lionel Jeffries,6.9
Anna Chlumsky,6.9
Erica Yohn,6.9
Annette O'Toole,6.9
Dominique Swain,6.9
Dominique Pinon,6.9
Akiko Wakabayashi,6.9
Gary Cole,6.9
Carlos Gallardo,6.9
Katherine Waterston,6.9
Ty Simpkins,6.9
Bill Farmer,6.9
Joan Severance,6.9
Tim Roth,6.9
Liana Liberato,6.9
Sally Ann Howes,6.9
Carlos Sanz,6.9
Mara Wilson,6.9
Patricia Tallman,6.9
Jasen Fisher,6.9
Joshua McIvor,6.9
Hugh Keays-Byrne,6.9
Mark O'Brien,6.9
C. Thomas Howell,6.8999999999999995
Meryl Streep,6.8961538461538465
Vera Farmiga,6.890909090909091
Helena Bonham Carter,6.890000000000001
Michael Shannon,6.890000000000001
Margot Robbie,6.889999999999999
Woody Harrelson,6.889473684210526
Ewan McGregor,6.889285714285714
Mark Strong,6.885714285714286
Kevin Costner,6.885185185185185
Keira Knightley,6.885
Rebecca Ferguson,6.883333333333333
Taron Egerton,6.883333333333333
Tom Wilkinson,6.881818181818182
Jamie Bell,6.881818181818182
Jake Johnson,6.88
Keri Russell,6.88
Talia Shire,6.88
Eric Bana,6.88
Burt Young,6.88
John Gallagher Jr.,6.88
Patrick Swayze,6.88
Winona Ryder,6.88
Judge Reinhold,6.875
Daniel Stern,6.875
Maggie Gyllenhaal,6.875
Matthew Macfadyen,6.875
Eddie Redmayne,6.875
Hilary Swank,6.875
Oscar Isaac,6.872727272727272
Rachel Weisz,6.872222222222223
Geena Davis,6.871428571428572
Leonard Nimoy,6.871428571428572
Joan Cusack,6.871428571428572
Monica Bellucci,6.866666666666667
Gillian Anderson,6.866666666666667
Ian Holm,6.866666666666667
Taylor Kitsch,6.866666666666667
Nick Stahl,6.866666666666667
Heather Langenkamp,6.866666666666667
Emilia Clarke,6.866666666666667
John Cusack,6.866666666666666
Naomi Watts,6.865
Diane Keaton,6.861538461538462
Linda Hamilton,6.859999999999999
Dan Aykroyd,6.858333333333333
Billy Crystal,6.857142857142857
James Gandolfini,6.8500000000000005
Zach Galligan,6.85
Phoebe Cates,6.85
Garret Dillahunt,6.85
Henry Golding,6.85
Alex Russell,6.85
Tom Noonan,6.85
Aksel Hennie,6.85
Mireille Enos,6.85
Carice van Houten,6.85
Alec Baldwin,6.85
Jonah Bobo,6.85
Adrienne Barbeau,6.85
Jim Sturgess,6.844444444444445
Dennis Hopper,6.8428571428571425
Sam Rockwell,6.841666666666666
James McAvoy,6.841176470588235
Michelle Yeoh,6.840000000000001
Don Cheadle,6.840000000000001
Michael Douglas,6.838095238095238
Richard Madden,6.833333333333333
Clifton Collins Jr.,6.833333333333333
Walter Matthau,6.833333333333333
Sigourney Weaver,6.831578947368421
Felicity Jones,6.828571428571428
Mel Gibson,6.826666666666667
Greg Kinnear,6.825
William H. Macy,6.825
Mickey Rourke,6.825
Jada Pinkett Smith,6.825
Saoirse Ronan,6.822222222222222
Diego Luna,6.82
Vincent D'Onofrio,6.82
Emile Hirsch,6.82
Gwyneth Paltrow,6.81875
Hope Davis,6.816666666666666
Sean Connery,6.816
Michael Cera,6.814285714285715
Jennifer Lawrence,6.8133333333333335
Shirley MacLaine,6.8125
Sharlto Copley,6.8125
Shailene Woodley,6.8125
Willem Dafoe,6.812
Emily Mortimer,6.811111111111111
Anton Yelchin,6.8090909090909095
Meg Ryan,6.8090909090909095
Christopher Walken,6.8076923076923075
Steve Carell,6.803999999999999
Robert Patrick,6.800000000000001
Josh Brolin,6.800000000000001
Charlie Tahan,6.800000000000001
Cheech Marin,6.800000000000001
Don Johnson,6.800000000000001
Joe Mantegna,6.800000000000001
Joey Lauren Adams,6.800000000000001
Christoph Waltz,6.800000000000001
James Saito,6.8
Judith Roberts,6.8
Judith Hoag,6.8
Alison Pill,6.8
Sheri Moon Zombie,6.8
Laurie Holden,6.8
Nathalie Cox,6.8
Cara Gee,6.8
Jane Levy,6.8
Colin Firth,6.8
Jane Seymour,6.8
Anna Paquin,6.8
Ali Wong,6.8
Jack Palance,6.8
Bruce Boxleitner,6.8
Himesh Patel,6.8
Paul Scofield,6.8
Patton Oswalt,6.8
Owen Teague,6.8
Ossie Davis,6.8
June Diane Raphael,6.8
Ophelia Lovibond,6.8
Olivia Luccardi,6.8
Annabella Sciorra,6.8
Yvonne Zima,6.8
Susie Essman,6.8
JR Reed,6.8
Juliet Rylance,6.8
Jarrett Bruno,6.8
Dana L. Wilson,6.8
Noah Wiseman,6.8
Kyle Gass,6.8
Nikki Reed,6.8
Leah Ayres,6.8
Tom Astor,6.8
Jason Dohring,6.8
ChloÃ« Grace Moretz,6.8
Daniel Henshall,6.8
Sonya Davison,6.8
Sophia Di Martino,6.8
Daniel London,6.8
Anita Mui,6.8
Daniel Pollock,6.8
Amr Waked,6.8
Daryl Gilley,6.8
Maria Thelma SmÃ¡radÃ³ttir,6.8
Daniel Hansen,6.8
Jonathan Frakes,6.8
Danny Huston,6.8
Ashley Sommers,6.8
Christine Cavanaugh,6.8
Magda Szubanski,6.8
Stephen Lack,6.8
Louise Lasser,6.8
Tessa Thompson,6.8
Matt Schulze,6.8
Wesley Singerman,6.8
Katie Crown,6.8
Leonor Varela,6.8
Shu Qi,6.8
DeForest Kelley,6.8
Jason Mewes,6.8
Mike Judge,6.8
Shubham Chintamani,6.8
Brent Spiner,6.8
Ann-Margret,6.8
Adar Beck,6.8
Claire Crosby,6.8
Jeremy Sumpter,6.8
Tintrinai Thikhasuk,6.8
Jennifer O'Neill,6.8
Megan Park,6.8
Simon Helberg,6.8
MaÃ¯wenn,6.8
Max Charles,6.8
Jeremy Suarez,6.8
Lily Cole,6.8
Shubham Tukaram,6.8
Jacqueline McKenzie,6.8
Jon Cryer,6.8
Tara Ellis,6.8
Essie Davis,6.8
Ross Malinger,6.8
Philippe Nahon,6.8
Victoria Justice,6.8
Travis Fimmel,6.8
Rory Kinnear,6.8
Katharine Isabelle,6.8
Finn Wittrock,6.8
Dylan Baker,6.8
Sean Pertwee,6.8
FranÃ§oise Yip,6.8
Brad Renfro,6.8
Freddie Highmore,6.8
Robert Preston,6.8
Raj Arjun,6.8
Ken Stott,6.8
Ty Burrell,6.8
Ekaterina Samsonov,6.8
Karen Lynn Gorney,6.8
Richard Jordan,6.8
Rebekah Kennedy,6.8
Kevin Smith,6.8
Peter Weller,6.8
Anthony Michael Hall,6.8
Emily Perkins,6.8
Emma Cleasby,6.8
Donald Glover,6.8
Barry Miller,6.8
Sammi Davis,6.8
Kay E. Kuter,6.8
Donald Gibb,6.8
Helena Zengel,6.8
Cyril Raffaelli,6.8
Enrico Colantoni,6.8
Keegan-Michael Key,6.8
Val Kilmer,6.792307692307692
Henry Cavill,6.788888888888889
Chevy Chase,6.7875
Hugh Grant,6.786666666666666
Tom Hiddleston,6.783333333333334
James Spader,6.779999999999999
David Thewlis,6.777777777777778
Joel Edgerton,6.776923076923077
Chris Tucker,6.775
Ellen Burstyn,6.775
Bradley Cooper,6.768421052631578
Octavia Spencer,6.766666666666667
Brit Marling,6.766666666666667
Britt Robertson,6.766666666666667
Jeremy Piven,6.766666666666667
Julianne Moore,6.765384615384615
Emily Blunt,6.764705882352941
Gabriel Byrne,6.7625
Jamie Foxx,6.761111111111111
Jonah Hill,6.760000000000001
Jason Clarke,6.76
Robert Carlyle,6.76
Bruce Greenwood,6.757142857142857
Jon Voight,6.7555555555555555
Jeremy Irons,6.754545454545454
George Dzundza,6.75
Gary Sinise,6.75
Ashley Laurence,6.75
Clare Higgins,6.75
Adrian Grenier,6.75
Melissa Leo,6.75
Lou Diamond Phillips,6.75
Stockard Channing,6.75
Maya Rudolph,6.75
Maika Monroe,6.75
Jessica Lucas,6.75
Ethan Embry,6.75
Mckenna Grace,6.75
Mike Epps,6.75
Heather Graham,6.75
Lucas Hedges,6.75
Nadine Velazquez,6.75
Ray Romano,6.75
Alice Braga,6.75
Natascha McElhone,6.75
Alicia Silverstone,6.75
Robin Williams,6.747826086956521
Peter Sarsgaard,6.746666666666667
Michael Keaton,6.746153846153846
Lena Headey,6.74
John Krasinski,6.74
Max von Sydow,6.74
Keanu Reeves,6.7379310344827585
Matthew McConaughey,6.736666666666666
Charlize Theron,6.734615384615385
Craig Bierko,6.733333333333333
Kristin Scott Thomas,6.733333333333333
Terrence Howard,6.733333333333333
Sally Field,6.733333333333333
Alfred Molina,6.733333333333333
Selma Blair,6.733333333333333
Andrea Riseborough,6.733333333333333
Jenny Agutter,6.733333333333333
Susan Sarandon,6.73125
Maggie Smith,6.728571428571429
Kevin Kline,6.7250000000000005
John Cena,6.725
Ian McShane,6.722222222222222
Emilio Estevez,6.720000000000001
Rosario Dawson,6.720000000000001
Aaron Taylor-Johnson,6.720000000000001
John Malkovich,6.72
Clive Owen,6.71875
George Clooney,6.716666666666667
Gal Gadot,6.716666666666666
Denis Leary,6.716666666666666
Burt Reynolds,6.716666666666666
Hayden Christensen,6.716666666666666
Jesse Eisenberg,6.7153846153846155
Jeff Goldblum,6.714285714285714
Miles Teller,6.714285714285714
Chris Hemsworth,6.714285714285714
Nicholas Hoult,6.7125
Christina Ricci,6.7125
Armie Hammer,6.7125
Olivia Cooke,6.7
Dave Chappelle,6.7
Luke Hawker,6.7
Mark Addy,6.7
Donnie Yen,6.7
Jodie Whittaker,6.7
Lukas Schwarz,6.7
Ryder Lerum,6.7
Joanna Lumley,6.7
Don Pedro Colley,6.7
Cher,6.7
Tracey Ullman,6.7
Evie Thompson,6.7
Lukas Haas,6.7
Johnny Flynn,6.7
Ryan McCluskey,6.7
Jim Breuer,6.7
Sara Sohn,6.7
Sadie Sink,6.7
John Hannah,6.7
Joe Thomas,6.7
Daniel York,6.7
Britt Ekland,6.7
Chris Miller,6.7
Brady Noon,6.7
Sam Spruell,6.7
Hume Cronyn,6.7
Zuleikha Robinson,6.7
John Francis Daley,6.7
Marcin Kowalczyk,6.7
John Lynch,6.7
Maria Conchita Alonso,6.7
Maddie Lenton,6.7
Joey Lawrence,6.7
Alexandra Paul,6.7
Paul Terry,6.7
Peter Stebbings,6.7
John Stockwell,6.7
Don Ameche,6.7
Maleah Nipay-Padilla,6.7
Pedro Pascal,6.7
Diana Rigg,6.7
Fisher Stevens,6.7
Doris Hick,6.7
Maryam d'Abo,6.7
Rob Lowe,6.7
Garry Shandling,6.7
Naveen Andrews,6.7
Carole Bouquet,6.7
Jamal Woolard,6.7
Jamel Debbouze,6.7
James Buckley,6.7
Richard Lewis,6.7
Carmen Ejogo,6.7
Shohreh Aghdashloo,6.7
Debi Mazar,6.7
Janina Gavankar,6.7
Misa Uehara,6.7
Misaki ItÃ´,6.7
George Lazenby,6.7
Seamus Davey-Fitzpatrick,6.7
Billy Joel,6.7
James Cosmo,6.7
Akiva Schaffer,6.7
Caleb Emery,6.7
Rebecca Hall,6.7
Shia LaBeouf,6.7
Morgan Davies,6.7
Jamie Blackley,6.7
Jameson Parker,6.7
Blake Harrison,6.7
MÃ©lanie Laurent,6.7
Alex Esmail,6.7
Michel Muller,6.7
Jean-Baptiste Tabourin,6.7
Bryon Lerum,6.7
Izabella Scorupco,6.7
Ayelet Zurer,6.7
Oakes Fegley,6.7
Rory Culkin,6.7
Q'orianka Kilcher,6.7
Guillermo DÃ­az,6.7
Tom McGrath,6.7
Roger Rees,6.7
Max Records,6.7
Sean Patrick Thomas,6.7
Nikki Blonsky,6.7
Maxwell Caulfield,6.7
Greg Stebner,6.7
Tyne Daly,6.7
Derek Jeter,6.7
Graham Verchere,6.7
Rae Dawn Chong,6.7
Elias Schwarz,6.7
Megumi Okina,6.7
Al Madrigal,6.7
G.W. Bailey,6.7
Nicholas Downs,6.7
Sheila Kelley,6.7
Mia Sara,6.7
Alysson Paradis,6.7
Bai Ling,6.7
Donal Logue,6.7
Emily Rudd,6.7
Kathy Larson,6.7
William Petersen,6.7
Cristela Alonzo,6.7
Keith L. Williams,6.7
Linda Hunt,6.7
Christopher Knights,6.7
Angela Sarafyan,6.7
Lena Olin,6.7
Xander Berkeley,6.7
Lisa Blount,6.7
Christina Hendricks,6.7
June Squibb,6.7
Kiera Allen,6.7
Klaus Maria Brandauer,6.7
Karen Gillan,6.7
Judi Dench,6.7
Jorge Lendeborg Jr.,6.7
Josh Radnor,6.7
William Baldwin,6.7
Tao Okamoto,6.7
Kuno Becker,6.7
Andre Braugher,6.7
Jorma Taccone,6.7
JÃ³hannes Haukur JÃ³hannesson,6.7
Joshua Jackson,6.7
Susanne Wuest,6.7
Keith Gordon,6.7
Claude LulÃ©,6.7
Christine Taylor,6.7
Sheryl Lee,6.699999999999999
Jaeden Martell,6.699999999999999
Sienna Miller,6.699999999999999
Jessie Buckley,6.699999999999999
Matthew Fox,6.699999999999999
Carol Burnett,6.699999999999999
Gary Oldman,6.699999999999999
Jay Chandrasekhar,6.699999999999999
Dylan Minnette,6.699999999999999
Kevin Heffernan,6.699999999999999
Jim Carrey,6.695833333333333
Patrick Wilson,6.694117647058824
Chris Pine,6.693333333333333
Donald Sutherland,6.6923076923076925
Uma Thurman,6.691666666666666
John C. Reilly,6.691666666666666
Emma Stone,6.688888888888889
Michael B. Jordan,6.688888888888888
RenÃ©e Zellweger,6.685714285714285
Oprah Winfrey,6.683333333333334
Macaulay Culkin,6.683333333333334
Ralph Macchio,6.68
Jean Reno,6.68
Whoopi Goldberg,6.68
Forest Whitaker,6.677777777777778
